Height(Centimeter),Weight(Kilograms),Gender,BMI,Skin Color,Clothes Color,Pants Color
174.98,62.49,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 161, ""g"": 192, ""b"": 69}","{""r"": 143, ""g"": 111, ""b"": 2}"
176.63,56.88,Female,Underweight,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 17, ""g"": 103, ""b"": 246}","{""r"": 39, ""g"": 170, ""b"": 236}"
171.2,62.81,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 102, ""g"": 209, ""b"": 107}","{""r"": 30, ""g"": 122, ""b"": 135}"
168.85,54.8,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 164, ""g"": 58, ""b"": 216}","{""r"": 106, ""g"": 117, ""b"": 22}"
167.67,63.57,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 150, ""g"": 167, ""b"": 40}","{""r"": 130, ""g"": 148, ""b"": 37}"
184.01,62.02,Male,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 90, ""g"": 78, ""b"": 8}","{""r"": 166, ""g"": 54, ""b"": 85}"
162.88,48.13,Female,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 17, ""g"": 73, ""b"": 238}","{""r"": 148, ""g"": 87, ""b"": 103}"
180.29,72.1,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 131, ""g"": 88, ""b"": 68}","{""r"": 236, ""g"": 126, ""b"": 147}"
171.45,49.34,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 212, ""g"": 49, ""b"": 56}","{""r"": 12, ""g"": 184, ""b"": 241}"
182.92,62.95,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 56, ""g"": 232, ""b"": 227}","{""r"": 121, ""g"": 125, ""b"": 145}"
165.89,52.58,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 220, ""g"": 178, ""b"": 27}","{""r"": 98, ""g"": 26, ""b"": 30}"
170.37,66.36,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 121, ""g"": 148, ""b"": 237}","{""r"": 92, ""g"": 21, ""b"": 63}"
163.55,49.84,Female,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 35, ""g"": 6, ""b"": 38}","{""r"": 118, ""g"": 201, ""b"": 52}"
176.2,63.07,Male,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 5, ""g"": 251, ""b"": 252}","{""r"": 180, ""g"": 17, ""b"": 84}"
173.68,54.39,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 132, ""g"": 35, ""b"": 229}","{""r"": 200, ""g"": 228, ""b"": 35}"
165.89,58.2,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 194, ""g"": 238, ""b"": 133}","{""r"": 183, ""g"": 178, ""b"": 28}"
170.53,57.72,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 126, ""g"": 219, ""b"": 188}","{""r"": 62, ""g"": 135, ""b"": 85}"
173.72,52.27,Female,Underweight,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 215, ""g"": 114, ""b"": 45}","{""r"": 28, ""g"": 41, ""b"": 13}"
168.38,56.61,Female,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 155, ""g"": 208, ""b"": 245}","{""r"": 41, ""g"": 24, ""b"": 3}"
170.65,57.58,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 146, ""g"": 157, ""b"": 183}","{""r"": 135, ""g"": 110, ""b"": 131}"
167.62,50.47,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 51, ""g"": 130, ""b"": 144}","{""r"": 9, ""g"": 82, ""b"": 17}"
176.36,55.61,Female,Underweight,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 15, ""g"": 146, ""b"": 165}","{""r"": 229, ""g"": 139, ""b"": 63}"
172.66,56.34,Female,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 204, ""g"": 85, ""b"": 213}","{""r"": 79, ""g"": 183, ""b"": 138}"
172.11,56.54,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 254, ""g"": 152, ""b"": 134}","{""r"": 48, ""g"": 25, ""b"": 157}"
165.81,54.21,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 154, ""g"": 209, ""b"": 10}","{""r"": 59, ""g"": 25, ""b"": 79}"
187.54,63.18,Male,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 55, ""g"": 91, ""b"": 133}","{""r"": 213, ""g"": 147, ""b"": 151}"
169.71,47.55,Female,Underweight,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 128, ""g"": 247, ""b"": 123}","{""r"": 85, ""g"": 178, ""b"": 208}"
169.91,55.81,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 46, ""g"": 255, ""b"": 169}","{""r"": 222, ""g"": 60, ""b"": 123}"
166.97,53.93,Female,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 90, ""g"": 167, ""b"": 40}","{""r"": 131, ""g"": 100, ""b"": 206}"
167.6,55.11,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 191, ""g"": 117, ""b"": 207}","{""r"": 178, ""g"": 114, ""b"": 109}"
169.12,54.09,Female,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 155, ""g"": 129, ""b"": 241}","{""r"": 100, ""g"": 27, ""b"": 161}"
170.47,61.25,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 189, ""g"": 242, ""b"": 49}","{""r"": 23, ""g"": 55, ""b"": 245}"
167.32,52.72,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 80, ""g"": 10, ""b"": 193}","{""r"": 90, ""g"": 60, ""b"": 243}"
169.62,49.52,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 183, ""g"": 215, ""b"": 178}","{""r"": 165, ""g"": 94, ""b"": 69}"
174.59,56.35,Female,Underweight,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 15, ""g"": 30, ""b"": 55}","{""r"": 141, ""g"": 146, ""b"": 57}"
168.22,64.03,Female,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 83, ""g"": 90, ""b"": 126}","{""r"": 144, ""g"": 162, ""b"": 5}"
167.54,58.58,Female,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 206, ""g"": 251, ""b"": 244}","{""r"": 127, ""g"": 131, ""b"": 18}"
174.2,58.0,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 183, ""g"": 241, ""b"": 114}","{""r"": 78, ""g"": 193, ""b"": 106}"
169.15,54.85,Female,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 172, ""g"": 156, ""b"": 215}","{""r"": 110, ""g"": 67, ""b"": 228}"
170.09,57.9,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 70, ""g"": 78, ""b"": 184}","{""r"": 188, ""g"": 71, ""b"": 164}"
172.92,46.03,Female,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 12, ""g"": 4, ""b"": 62}","{""r"": 38, ""g"": 11, ""b"": 29}"
178.28,65.77,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 26, ""g"": 163, ""b"": 60}","{""r"": 230, ""g"": 72, ""b"": 197}"
166.42,50.33,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 26, ""g"": 122, ""b"": 147}","{""r"": 140, ""g"": 96, ""b"": 36}"
171.35,60.27,Male,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 55, ""g"": 153, ""b"": 221}","{""r"": 12, ""g"": 35, ""b"": 19}"
171.22,66.38,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 101, ""g"": 150, ""b"": 249}","{""r"": 123, ""g"": 28, ""b"": 59}"
176.94,66.04,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 77, ""g"": 36, ""b"": 213}","{""r"": 249, ""g"": 184, ""b"": 194}"
167.13,54.81,Female,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 119, ""g"": 229, ""b"": 12}","{""r"": 205, ""g"": 152, ""b"": 215}"
167.91,52.52,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 24, ""g"": 181, ""b"": 152}","{""r"": 191, ""g"": 106, ""b"": 171}"
173.33,58.2,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 84, ""g"": 124, ""b"": 237}","{""r"": 26, ""g"": 147, ""b"": 61}"
172.78,57.82,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 56, ""g"": 155, ""b"": 13}","{""r"": 43, ""g"": 15, ""b"": 59}"
181.33,58.0,Male,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 9, ""g"": 58, ""b"": 231}","{""r"": 25, ""g"": 11, ""b"": 8}"
166.96,55.11,Female,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 206, ""g"": 120, ""b"": 192}","{""r"": 102, ""g"": 144, ""b"": 103}"
168.74,51.13,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 201, ""g"": 56, ""b"": 17}","{""r"": 96, ""g"": 148, ""b"": 90}"
177.83,61.24,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 253, ""g"": 6, ""b"": 132}","{""r"": 191, ""g"": 27, ""b"": 73}"
176.48,58.37,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 83, ""g"": 250, ""b"": 118}","{""r"": 110, ""g"": 56, ""b"": 164}"
174.31,56.43,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 249, ""g"": 34, ""b"": 48}","{""r"": 233, ""g"": 226, ""b"": 213}"
173.64,63.51,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 91, ""g"": 185, ""b"": 28}","{""r"": 64, ""g"": 130, ""b"": 57}"
173.71,53.31,Female,Underweight,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 77, ""g"": 216, ""b"": 25}","{""r"": 94, ""g"": 227, ""b"": 161}"
174.69,65.26,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 242, ""g"": 130, ""b"": 65}","{""r"": 231, ""g"": 135, ""b"": 4}"
177.61,64.03,Male,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 56, ""g"": 121, ""b"": 172}","{""r"": 40, ""g"": 211, ""b"": 134}"
181.75,70.73,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 83, ""g"": 116, ""b"": 197}","{""r"": 55, ""g"": 34, ""b"": 140}"
173.86,60.79,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 239, ""g"": 144, ""b"": 3}","{""r"": 132, ""g"": 203, ""b"": 114}"
169.45,59.01,Male,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 115, ""g"": 191, ""b"": 197}","{""r"": 41, ""g"": 201, ""b"": 221}"
169.38,48.18,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 77, ""g"": 80, ""b"": 18}","{""r"": 59, ""g"": 168, ""b"": 4}"
172.56,50.82,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 158, ""g"": 147, ""b"": 192}","{""r"": 199, ""g"": 36, ""b"": 155}"
175.0,61.77,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 189, ""g"": 61, ""b"": 171}","{""r"": 120, ""g"": 179, ""b"": 197}"
170.92,59.53,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 101, ""g"": 68, ""b"": 8}","{""r"": 239, ""g"": 134, ""b"": 202}"
176.71,59.57,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 251, ""g"": 106, ""b"": 47}","{""r"": 194, ""g"": 134, ""b"": 234}"
171.89,54.22,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 78, ""g"": 203, ""b"": 99}","{""r"": 24, ""g"": 175, ""b"": 131}"
175.37,53.07,Female,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 74, ""g"": 81, ""b"": 108}","{""r"": 200, ""g"": 210, ""b"": 195}"
172.64,62.83,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 32, ""g"": 57, ""b"": 28}","{""r"": 174, ""g"": 97, ""b"": 134}"
167.23,49.74,Female,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 195, ""g"": 1, ""b"": 108}","{""r"": 8, ""g"": 89, ""b"": 137}"
167.06,59.04,Female,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 201, ""g"": 113, ""b"": 51}","{""r"": 171, ""g"": 91, ""b"": 86}"
180.7,62.19,Male,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 120, ""g"": 75, ""b"": 251}","{""r"": 74, ""g"": 236, ""b"": 189}"
172.29,51.6,Female,Underweight,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 10, ""g"": 248, ""b"": 36}","{""r"": 248, ""g"": 50, ""b"": 146}"
165.28,52.15,Female,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 204, ""g"": 59, ""b"": 171}","{""r"": 157, ""g"": 238, ""b"": 191}"
177.06,57.93,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 87, ""g"": 84, ""b"": 150}","{""r"": 70, ""g"": 180, ""b"": 251}"
177.62,55.34,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 104, ""g"": 72, ""b"": 215}","{""r"": 135, ""g"": 43, ""b"": 34}"
167.93,53.51,Female,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 135, ""g"": 24, ""b"": 186}","{""r"": 171, ""g"": 62, ""b"": 8}"
174.28,57.93,Female,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 47, ""g"": 56, ""b"": 123}","{""r"": 103, ""g"": 209, ""b"": 143}"
175.25,53.51,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 123, ""g"": 14, ""b"": 164}","{""r"": 238, ""g"": 149, ""b"": 83}"
169.65,56.77,Female,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 39, ""g"": 86, ""b"": 34}","{""r"": 9, ""g"": 230, ""b"": 232}"
172.78,64.0,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 2, ""g"": 147, ""b"": 91}","{""r"": 51, ""g"": 241, ""b"": 122}"
176.97,65.99,Male,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 138, ""g"": 246, ""b"": 23}","{""r"": 22, ""g"": 18, ""b"": 28}"
182.43,52.65,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 23, ""g"": 184, ""b"": 93}","{""r"": 130, ""g"": 135, ""b"": 183}"
184.78,61.57,Male,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 123, ""g"": 156, ""b"": 110}","{""r"": 58, ""g"": 211, ""b"": 30}"
170.89,60.29,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 62, ""g"": 33, ""b"": 250}","{""r"": 159, ""g"": 25, ""b"": 46}"
171.22,52.46,Female,Underweight,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 130, ""g"": 40, ""b"": 61}","{""r"": 130, ""g"": 124, ""b"": 30}"
174.07,51.85,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 252, ""g"": 132, ""b"": 116}","{""r"": 179, ""g"": 218, ""b"": 52}"
173.92,67.56,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 237, ""g"": 217, ""b"": 131}","{""r"": 242, ""g"": 241, ""b"": 42}"
174.04,64.5,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 67, ""g"": 198, ""b"": 213}","{""r"": 142, ""g"": 30, ""b"": 237}"
161.86,60.83,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 137, ""g"": 7, ""b"": 102}","{""r"": 150, ""g"": 232, ""b"": 90}"
171.97,64.36,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 158, ""g"": 128, ""b"": 182}","{""r"": 9, ""g"": 114, ""b"": 17}"
176.46,62.93,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 12, ""g"": 135, ""b"": 83}","{""r"": 125, ""g"": 101, ""b"": 42}"
169.42,60.98,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 173, ""g"": 64, ""b"": 219}","{""r"": 101, ""g"": 6, ""b"": 155}"
165.69,53.08,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 111, ""g"": 68, ""b"": 133}","{""r"": 195, ""g"": 184, ""b"": 117}"
177.53,52.47,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 53, ""g"": 90, ""b"": 32}","{""r"": 151, ""g"": 63, ""b"": 239}"
177.37,61.14,Male,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 8, ""g"": 155, ""b"": 47}","{""r"": 92, ""g"": 48, ""b"": 120}"
166.11,54.69,Female,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 13, ""g"": 102, ""b"": 43}","{""r"": 141, ""g"": 150, ""b"": 123}"
173.54,54.47,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 74, ""g"": 203, ""b"": 108}","{""r"": 252, ""g"": 9, ""b"": 12}"
167.48,38.26,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 223, ""g"": 214, ""b"": 159}","{""r"": 93, ""g"": 205, ""b"": 160}"
178.05,63.02,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 168, ""g"": 11, ""b"": 54}","{""r"": 16, ""g"": 195, ""b"": 124}"
167.78,65.1,Female,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 133, ""g"": 156, ""b"": 141}","{""r"": 255, ""g"": 38, ""b"": 218}"
173.32,55.85,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 139, ""g"": 29, ""b"": 111}","{""r"": 125, ""g"": 145, ""b"": 46}"
165.65,52.4,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 216, ""g"": 2, ""b"": 234}","{""r"": 135, ""g"": 188, ""b"": 159}"
175.67,54.88,Female,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 218, ""g"": 216, ""b"": 223}","{""r"": 149, ""g"": 121, ""b"": 136}"
171.71,54.72,Female,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 104, ""g"": 149, ""b"": 181}","{""r"": 229, ""g"": 165, ""b"": 89}"
170.91,56.26,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 190, ""g"": 90, ""b"": 91}","{""r"": 226, ""g"": 68, ""b"": 53}"
169.78,53.17,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 91, ""g"": 44, ""b"": 121}","{""r"": 118, ""g"": 203, ""b"": 238}"
172.93,58.04,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 0, ""g"": 152, ""b"": 7}","{""r"": 4, ""g"": 109, ""b"": 179}"
169.09,52.96,Female,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 153, ""g"": 236, ""b"": 42}","{""r"": 58, ""g"": 40, ""b"": 189}"
178.23,55.34,Female,Underweight,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 41, ""g"": 123, ""b"": 38}","{""r"": 216, ""g"": 164, ""b"": 163}"
172.34,56.24,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 4, ""g"": 57, ""b"": 194}","{""r"": 19, ""g"": 252, ""b"": 70}"
169.22,49.38,Female,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 178, ""g"": 204, ""b"": 96}","{""r"": 156, ""g"": 77, ""b"": 241}"
161.77,47.47,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 189, ""g"": 55, ""b"": 86}","{""r"": 96, ""g"": 255, ""b"": 179}"
172.81,59.99,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 202, ""g"": 206, ""b"": 188}","{""r"": 85, ""g"": 5, ""b"": 27}"
170.03,57.69,Female,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 75, ""g"": 138, ""b"": 85}","{""r"": 29, ""g"": 85, ""b"": 175}"
168.31,56.75,Female,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 240, ""g"": 92, ""b"": 202}","{""r"": 168, ""g"": 198, ""b"": 222}"
179.65,60.47,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 202, ""g"": 184, ""b"": 205}","{""r"": 228, ""g"": 177, ""b"": 53}"
179.6,55.49,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 225, ""g"": 79, ""b"": 10}","{""r"": 216, ""g"": 147, ""b"": 41}"
186.1,59.09,Male,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 245, ""g"": 238, ""b"": 90}","{""r"": 172, ""g"": 50, ""b"": 236}"
162.03,52.95,Female,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 147, ""g"": 20, ""b"": 67}","{""r"": 176, ""g"": 91, ""b"": 141}"
172.32,57.09,Female,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 57, ""g"": 69, ""b"": 69}","{""r"": 86, ""g"": 150, ""b"": 194}"
172.16,45.64,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 191, ""g"": 214, ""b"": 142}","{""r"": 116, ""g"": 200, ""b"": 229}"
170.79,53.75,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 147, ""g"": 16, ""b"": 136}","{""r"": 92, ""g"": 179, ""b"": 156}"
169.56,62.2,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 32, ""g"": 31, ""b"": 112}","{""r"": 96, ""g"": 87, ""b"": 0}"
175.34,53.84,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 226, ""g"": 152, ""b"": 240}","{""r"": 243, ""g"": 113, ""b"": 54}"
174.06,56.32,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 82, ""g"": 202, ""b"": 42}","{""r"": 156, ""g"": 179, ""b"": 10}"
164.22,56.67,Female,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 46, ""g"": 16, ""b"": 117}","{""r"": 163, ""g"": 231, ""b"": 13}"
165.46,57.33,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 137, ""g"": 209, ""b"": 198}","{""r"": 250, ""g"": 54, ""b"": 150}"
169.52,55.12,Female,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 44, ""g"": 240, ""b"": 142}","{""r"": 68, ""g"": 52, ""b"": 17}"
170.18,60.46,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 14, ""g"": 31, ""b"": 194}","{""r"": 153, ""g"": 77, ""b"": 111}"
178.48,57.79,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 185, ""g"": 78, ""b"": 199}","{""r"": 249, ""g"": 32, ""b"": 192}"
171.64,56.74,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 43, ""g"": 53, ""b"": 253}","{""r"": 91, ""g"": 106, ""b"": 125}"
168.42,46.63,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 147, ""g"": 180, ""b"": 225}","{""r"": 47, ""g"": 248, ""b"": 15}"
175.02,60.88,Male,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 169, ""g"": 37, ""b"": 88}","{""r"": 1, ""g"": 203, ""b"": 102}"
166.64,45.8,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 60, ""g"": 121, ""b"": 130}","{""r"": 134, ""g"": 196, ""b"": 151}"
172.72,66.17,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 155, ""g"": 223, ""b"": 58}","{""r"": 110, ""g"": 9, ""b"": 213}"
177.64,70.44,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 13, ""g"": 219, ""b"": 16}","{""r"": 204, ""g"": 81, ""b"": 108}"
178.17,62.92,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 97, ""g"": 207, ""b"": 19}","{""r"": 188, ""g"": 218, ""b"": 218}"
169.33,52.74,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 233, ""g"": 15, ""b"": 250}","{""r"": 202, ""g"": 165, ""b"": 234}"
176.29,54.71,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 109, ""g"": 23, ""b"": 143}","{""r"": 6, ""g"": 65, ""b"": 71}"
169.69,51.89,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 188, ""g"": 29, ""b"": 179}","{""r"": 225, ""g"": 244, ""b"": 210}"
171.96,60.48,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 70, ""g"": 139, ""b"": 15}","{""r"": 27, ""g"": 124, ""b"": 111}"
175.6,42.07,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 124, ""g"": 103, ""b"": 29}","{""r"": 82, ""g"": 185, ""b"": 165}"
171.55,59.78,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 201, ""g"": 27, ""b"": 119}","{""r"": 183, ""g"": 18, ""b"": 137}"
167.08,53.7,Female,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 244, ""g"": 44, ""b"": 111}","{""r"": 154, ""g"": 249, ""b"": 172}"
168.29,59.49,Female,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 30, ""g"": 37, ""b"": 242}","{""r"": 164, ""g"": 142, ""b"": 248}"
171.17,59.06,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 177, ""g"": 63, ""b"": 161}","{""r"": 11, ""g"": 187, ""b"": 241}"
164.96,58.6,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 164, ""g"": 230, ""b"": 88}","{""r"": 97, ""g"": 192, ""b"": 57}"
